paper,paper_short,venue,year,table,method,proposed,modality,metric_type,alignment,dataset,sequence,sequence_norm,metric,unit,value,status,note
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MPE,%,2.0,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MPE,%,1.32,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MPE,%,2.8,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MPE,%,2.64,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MPE,%,2.47,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MPE,%,2.17,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),average,average,MPE,%,1.69,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MPE,%,0.07,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MPE,%,0.23,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MPE,%,0.39,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MPE,%,0.42,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MPE,%,0.14,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MPE,%,0.13,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MPE,%,0.1,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MPE,%,0.14,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MPE,%,1.35,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),average,average,MPE,%,0.26,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MPE,%,0.59,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MPE,%,1.33,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MPE,%,3.79,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MPE,%,1.49,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MPE,%,1.38,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MPE,%,0.29,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MPE,%,0.84,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MPE,%,2.33,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MPE,%,0.3,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO,no,Stereo E+I,metric,"SE3, full",HKU (stereo),average,average,MPE,%,0.89,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MPE,%,0.55,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MPE,%,0.78,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MPE,%,3.17,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MPE,%,1.3,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MPE,%,0.46,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MPE,%,0.31,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MPE,%,0.91,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MPE,%,1.41,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MPE,%,0.35,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESIO+,no,Stereo E+I,metric,"SE3, full",HKU (stereo),average,average,MPE,%,0.66,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MPE,%,0.1,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MPE,%,0.17,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MPE,%,0.36,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MPE,%,0.31,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MPE,%,0.16,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MPE,%,0.11,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MPE,%,0.1,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MPE,%,0.1,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MPE,%,0.42,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ESVIO,yes,Stereo E+F+I,metric,"SE3, full",HKU (stereo),average,average,MPE,%,0.14,ok,arclab-HKU stereo DAVIS346. ESVIO avg MPE 0.14 vs PL-EVIO 0.26; ESVIO's big win is MRE (0.033 vs ORB-SLAM3 0.12). EVO and ESVO fail on all HKU seqs.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MRE,deg/m,0.075,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MRE,deg/m,0.11,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MRE,deg/m,0.39,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MRE,deg/m,0.12,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MRE,deg/m,0.058,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MRE,deg/m,0.042,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MRE,deg/m,0.085,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,ORB-SLAM3,no,Stereo F+I,metric,"SE3, full",HKU (stereo),average,average,MRE,deg/m,0.12,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MRE,deg/m,0.019,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MRE,deg/m,0.024,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MRE,deg/m,2.02,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MRE,deg/m,0.6,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MRE,deg/m,0.026,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MRE,deg/m,0.021,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MRE,deg/m,0.27,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MRE,deg/m,0.028,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,VINS-Fusion,no,Stereo F+I,metric,"SE3, full",HKU (stereo),average,average,MRE,deg/m,0.38,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MRE,deg/m,0.45,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MRE,deg/m,2.11,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MRE,deg/m,0.58,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MRE,deg/m,,failed,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EIO),no,E+I,metric,"SE3, full",HKU (stereo),average,average,MRE,deg/m,1.05,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MRE,deg/m,0.02,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MRE,deg/m,0.026,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MRE,deg/m,2.04,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MRE,deg/m,0.16,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MRE,deg/m,0.54,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MRE,deg/m,0.099,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MRE,deg/m,0.13,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MRE,deg/m,0.27,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MRE,deg/m,0.031,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,Ultimate-SLAM (EVIO),no,E+F+I,metric,"SE3, full",HKU (stereo),average,average,MRE,deg/m,0.39,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_translation,agg_translation,MRE,deg/m,0.091,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_rotation,agg_rotation,MRE,deg/m,0.12,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_flip,agg_flip,MRE,deg/m,2.23,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),agg_walk,agg_walk,MRE,deg/m,0.14,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_circle,hdr_circle,MRE,deg/m,0.62,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_slow,hdr_slow,MRE,deg/m,0.068,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_tran_rota,hdr_tran_rota,MRE,deg/m,0.064,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),hdr_agg,hdr_agg,MRE,deg/m,0.3,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),dark_normal,dark_normal,MRE,deg/m,0.081,ok,Mean rotation error column of ESVIO Table I.
ESVIO,ESVIO,RAL,2023,I,PL-EVIO,no,E+F+I,metric,"SE3, full",HKU (stereo),average,average,MRE,deg/m,0.41,ok,Mean rotation error column of ESVIO Table I.
